number,name,abiliy_1,abiliy_2,hidden_ability,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,flee_flag,entree_forest_level,type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,type_2,egg_group_3,abiliy_3,egg_group_4,abiliy_4,abiliy_5,abiliy_6,abiliy_7,abiliy_8
301,Delcatty,cute charm,normalize,wonder skin,Prim Pokémon,1.1,32.6,60,3840,"800,000 ",Fast,70,147,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Field,Fairy,70,65,65,55,55,70,,Pecha Berry - 50%,,Leppa Berry - 5%,,,,,
402,Kricketune,swarm,,technician,Cricket Pokémon,1.0,25.5,45,3840,"1,059,860 ",Medium Slow,70,101,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,77,85,51,55,51,65,,,,,,,,,
465,Tangrowth,chlorophyll,leaf guard,regenerator,Vine Pokémon,2.0,128.6,30,5120,"1,000,000 ",Medium Fast,70,144,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Grass,100,100,125,110,50,50,,,,,,,,,
213,Shuckle,sturdy,gluttony,contrary,Mold Pokémon,0.6,20.5,190,5120,"1,059,860 ",Medium Slow,70,126,10,bug,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,,Bug,20,10,230,10,230,5,rock,,,,,,,,
466,Electivire,motor drive,,vital spirit,Thunderbolt Pokémon,1.8,138.6,30,6400,"1,000,000 ",Medium Fast,70,72,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Human-like,75,123,67,95,85,95,,,,,,,,,
610,Axew,rivalry,mold breaker,unnerve,Tusk Pokémon,0.6,18.0,75,10240,"1,250,000 ",Slow,35,1 Attack Point(s),127,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Monster,Dragon,46,87,60,30,40,57,,,,,,,,,
086,Seel,thick fat,hydration,ice body,Sea Lion Pokémon,1.1,90.0,190,5120,"1,000,000 ",Medium Fast,70,115,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Field,65,45,55,45,70,45,,,,,,,,,
104,Cubone,rock head,lightningrod,battle armor,Lonely Pokémon,0.4,6.5,190,5120,"1,000,000 ",Medium Fast,70,4,10,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Monster,50,50,95,40,50,35,,,,,,,,,
263,Zigzagoon,pickup,gluttony,quick feet,Tinyracoon Pokémon,0.4,17.5,255,3840,"1,000,000 ",Medium Fast,70,95,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,38,30,41,30,41,60,,,,,,,,,
006,Charizard,blaze,,solar power,Flame Pokémon,1.7,90.5,45,5120,"1,059,860 ",Medium Slow,70,94,36,fire,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,Monster,Dragon,78,84,78,109,85,100,flying,,,,,,,,
478,Froslass,snow cloak,,cursed body,Snow Land Pokémon,1.3,26.6,75,5120,"1,000,000 ",Medium Fast,70,130,10,ice,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,Mineral,Fairy,70,80,70,80,70,110,ghost,,,,,,,,
348,Armaldo,battle armor,,swift swim,Plate Pokémon,1.5,68.2,45,7680,"600,000 ",Erratic,70,33,40,rock,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,,Water 3,75,125,100,70,80,45,bug,,,,,,,,
101,Electrode,soundproof,static,aftermath,Ball Pokémon,1.2,66.6,60,5120,"1,000,000 ",Medium Fast,70,106,30,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Mineral,60,50,70,80,80,140,,,,,,,,,
419,Floatzel,swift swim,,water veil,Sea Weasel Pokémon,1.1,33.5,75,5120,"1,000,000 ",Medium Fast,70,41,26,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Field,Wacan Berry - 5%,85,105,55,85,50,115,,,,Water 1,,,,,
056,Mankey,vital spirit,anger point,defiant,Pig Monkey Pokémon,0.5,28.0,190,5120,"1,000,000 ",Medium Fast,70,128,10,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Field,40,80,35,35,45,70,,,,,,,,,
303,Mawile,hyper cutter,intimidate,sheer force,Deceiver Pokémon,0.6,11.5,45,5120,"800,000 ",Fast,70,125,10,steel,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Field,Fairy,50,85,85,55,55,50,,,,,,,,,
418,Buizel,swift swim,,water veil,Sea Weasel Pokémon,0.7,29.5,190,5120,"1,000,000 ",Medium Fast,70,41,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Field,Wacan Berry - 5%,55,65,35,60,30,85,,,,Water 1,,,,,
623,Golurk,iron fist,klutz,no guard,Automaton Pokémon,2.8,330.0,90,6400,"1,000,000 ",Medium Fast,70,2 Attack Point(s),99,ground,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,,Mineral,89,124,80,55,80,55,ghost,,,,,,,,
430,Honchkrow,insomnia,super luck,moxie,Big Boss Pokémon,0.9,27.3,30,5120,"1,059,860 ",Medium Slow,35,153,10,dark,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,,Flying,100,125,52,105,52,71,flying,,,,,,,,
032,Nidoran♂,poison point,rivalry,hustle,Poison Pin Pokémon,0.5,9.0,235,5120,"1,059,860 ",Medium Slow,70,55,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Monster,Field,46,57,40,40,40,50,,,,,,,,,
163,Hoothoot,insomnia,keen eye,tinted lens,Owl Pokémon,0.7,21.2,255,3840,"1,000,000 ",Medium Fast,70,110,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,60,30,30,36,56,50,flying,,,,,,,,
326,Grumpig,thick fat,own tempo,gluttony,Manipulate Pokémon,0.9,71.5,60,5120,"800,000 ",Fast,70,82,32,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Persim Berry - 50%,Field,80,45,65,90,110,80,,Tanga Berry - 5%,,,,,,,
114,Tangela,chlorophyll,leaf guard,regenerator,Vine Pokémon,1.0,35.0,45,5120,"1,000,000 ",Medium Fast,70,144,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Grass,65,55,115,100,40,60,,,,,,,,,
535,Tympole,swift swim,hydration,water absorb,Tadpole Pokémon,0.5,4.5,255,5120,"1,059,860 ",Medium Slow,70,1 Speed Point(s),11,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Persim Berry - 50%,Pecha Berry - 50%,50,50,40,50,40,64,,Water 1,,,,,,,
404,Luxio,rivalry,intimidate,guts,Spark Pokémon,0.9,30.5,120,5120,"1,059,860 ",Medium Slow,100,62,15,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,60,85,49,60,49,60,,,,,,,,,
150,Mewtwo,pressure,,unnerve,Genetic Pokémon,2.0,122.0,3,30720,"1,250,000 ",Slow,0,127,70,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,106,110,90,154,90,130,,,,,,,,,
600,Klang,plus,minus,clear body,Gear Pokémon,0.6,51.0,60,5120,"1,059,860 ",Medium Slow,70,2 Defense Point(s),29,steel,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,Mineral,60,80,95,70,85,50,,,,,,,,,
508,Stoutland,intimidate,sand rush,scrappy,Big-Hearted Pokémon,1.2,61.0,45,3840,"1,059,860 ",Medium Slow,70,3 Attack Point(s),113,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,85,100,90,45,90,80,,,,,,,,,
337,Lunatone,levitate,,,Meteorite Pokémon,1.0,168.0,45,6400,"800,000 ",Fast,70,0,10,rock,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,Comet Shard - 1%(Dark Grass),Mineral,70,55,65,95,85,70,psychic,,,,,,,,
103,Exeggutor,chlorophyll,,harvest,Coconut Pokémon,2.0,120.0,45,5120,"1,250,000 ",Slow,70,139,10,grass,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,,Grass,95,95,85,125,65,55,psychic,,,,,,,,
527,Woobat,unaware,klutz,simple,Bat Pokémon,0.4,2.1,190,3840,"1,000,000 ",Medium Fast,70,1 Speed Point(s),86,psychic,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,Flying,Field,55,45,43,55,43,72,flying,,,,,,,,
440,Happiny,natural cure,serene grace,friend guard,Playhouse Pokémon,0.6,24.4,130,10240,"800,000 ",Fast,140,132,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Lucky Egg - 5%,,100,5,5,15,65,30,,,,,,,,,
176,Togetic,hustle,serene grace,super luck,Happiness Pokémon,0.6,3.2,75,2560,"800,000 ",Fast,70,105,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,Flying,Fairy,55,40,85,80,105,40,flying,,,,,,,,
185,Sudowoodo,sturdy,rock head,rattled,Imitation Pokémon,1.2,38.0,65,5120,"1,000,000 ",Medium Fast,70,155,10,rock,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,,Mineral,70,100,115,30,65,30,,,,,,,,,
039,Jigglypuff,cute charm,,friend guard,Balloon Pokémon,0.5,5.5,170,2560,"800,000 ",Fast,70,132,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Fairy,115,45,20,45,25,20,,,,,,,,,
199,Slowking,oblivious,own tempo,regenerator,Royal Pokémon,2.0,79.5,70,5120,"1,000,000 ",Medium Fast,70,144,10,water,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,Water 1,Monster,95,75,80,100,110,30,psychic,,,,,,,,
042,Golbat,inner focus,,infiltrator,Bat Pokémon,1.6,55.0,90,3840,"1,000,000 ",Medium Fast,70,151,22,poison,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,,Flying,75,80,70,65,75,90,flying,,,,,,,,
568,Trubbish,stench,sticky hold,aftermath,Trash Bag Pokémon,0.6,31.0,190,5120,"1,000,000 ",Medium Fast,70,1 Speed Point(s),106,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Nugget - 1%(Dark Grass),Mineral,50,50,62,40,62,65,,,,,,,,,
239,Elekid,static,,vital spirit,Electric Pokémon,0.6,23.5,45,6400,"1,000,000 ",Medium Fast,70,72,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,,45,63,37,65,55,95,,,,,,,,,
140,Kabuto,swift swim,battle armor,weak armor,Shellfish Pokémon,0.5,11.5,45,7680,"1,000,000 ",Medium Fast,70,133,10,rock,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 1,Water 3,30,80,90,55,45,55,water,,,,,,,,
364,Sealeo,thick fat,ice body,oblivious,Ball Roll Pokémon,1.1,87.6,120,5120,"1,059,860 ",Medium Slow,70,12,32,ice,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Water 1,Field,90,60,70,75,70,45,water,,,,,,,,
479,Rotom,levitate,,,Plasma Pokémon,0.3,0.3,45,5120,"1,000,000 ",Medium Fast,70,0,10,electric,1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,,Amorphous,50,50,77,95,77,91,ghost,,,,,,,,
479.1,Rotom_alternate,levitate,,,Plasma Pokémon,0.3,0.3,45,5120,"1,000,000 ",Medium Fast,70,0,10,electric,1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,,Amorphous,50,65,107,105,107,86,ghost,,,,,,,,
575,Gothorita,frisk,,shadow tag,Manipulate Pokémon,0.7,18.0,100,5120,"1,059,860 ",Medium Slow,70,2 Sp. Defense Point(s),23,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Persim Berry - 50%,Human-like,60,45,70,75,85,55,,No Hold Item,,,,,,,
053,Persian,limber,technician,unnerve,Classy Cat Pokémon,1.0,32.0,90,5120,"1,000,000 ",Medium Fast,70,127,28,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,65,70,60,65,65,115,,,,,,,,,
296,Makuhita,thick fat,guts,sheer force,Guts Pokémon,1.0,86.4,180,5120,"1,640,000 ",Fluctuating,70,125,10,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,72,60,30,20,30,25,,,,,,,,,
420,Cherubi,chlorophyll,,,Cherry Pokémon,0.4,3.3,190,5120,"1,000,000 ",Medium Fast,70,0,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Fairy,45,35,45,62,53,35,,,,,,,,,
312,Minun,minus,,,Cheering Pokémon,0.4,4.2,200,5120,"1,000,000 ",Medium Fast,70,0,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Fairy,60,40,50,75,85,95,,,,,,,,,
247,Pupitar,shed skin,,,Hard Shell Pokémon,1.2,152.0,45,10240,"1,250,000 ",Slow,35,61,30,rock,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,,Monster,70,84,70,65,70,51,ground,,,,,,,,
379,Registeel,clear body,,light metal,Iron Pokémon,1.9,205.0,3,20480,"1,250,000 ",Slow,35,135,30,steel,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,80,75,150,75,150,50,,,,,,,,,
088,Grimer,stench,sticky hold,poison touch,Sludge Pokémon,0.9,30.0,190,5120,"1,000,000 ",Medium Fast,70,143,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Nugget - 5%,Amorphous,80,80,50,40,50,25,,Black Sludge - 5%,,,,,,,
388,Grotle,overgrow,,shell armor,Grove Pokémon,1.1,97.0,45,5120,"1,059,860 ",Medium Slow,70,75,18,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Monster,75,89,85,55,65,36,,,,,,,,,
279,Pelipper,keen eye,,rain dish,Water Bird Pokémon,1.2,28.0,45,5120,"1,000,000 ",Medium Fast,70,44,25,water,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,Flying,Water 1,60,50,100,85,70,65,flying,,,,,,,,
271,Lombre,swift swim,rain dish,own tempo,Jolly Pokémon,1.2,32.5,120,3840,"1,059,860 ",Medium Slow,70,20,14,water,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,Water 1,Grass,60,50,50,60,70,50,grass,,,,,,,,
494,Victini,victory star,,,Victory Pokémon,0.4,4.0,3,30720,"1,250,000 ",Slow,100,3 HP Point(s),0,psychic,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,,,100,100,100,100,100,100,fire,,,,,,,,
064,Kadabra,synchronize,inner focus,magic guard,Psi Pokémon,1.3,56.5,100,5120,"1,059,860 ",Medium Slow,70,98,16,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Human-like,40,35,30,120,70,105,,,,,,,,,
316,Gulpin,liquid ooze,sticky hold,gluttony,Stomach Pokémon,0.4,10.3,225,5120,"1,640,000 ",Fluctuating,70,82,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Amorphous,70,43,53,43,53,40,,,,,,,,,
317,Swalot,liquid ooze,sticky hold,gluttony,Poison Bag Pokémon,1.7,80.0,75,5120,"1,640,000 ",Fluctuating,70,82,26,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,,Amorphous,100,73,83,73,83,55,,,,,,,,,
487,Giratina,pressure,telepathy (hidden) (altered forme),,Renegade Pokémon,4.5,750.0,3,30720,"1,250,000 ",Slow,0,140,47,ghost,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,,,150,100,120,100,120,90,dragon,,levitate (origin forme),,,,,,
487.1,Giratina_origin,pressure,telepathy (hidden) (altered forme),,Renegade Pokémon,4.5,750.0,3,30720,"1,250,000 ",Slow,0,140,47,ghost,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,,,150,120,100,120,100,90,dragon,,levitate (origin forme),,,,,,
003,Venusaur,overgrow,,chlorophyll,Seed Pokémon,2.0,100.0,45,5120,"1,059,860 ",Medium Slow,70,34,32,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Grass,Monster,80,82,83,100,100,80,poison,,,,,,,,
403,Shinx,rivalry,intimidate,guts,Flash Pokémon,0.5,9.5,235,5120,"1,059,860 ",Medium Slow,70,62,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,45,65,34,40,34,45,,,,,,,,,
015,Beedrill,swarm,,sniper,Poison Bee Pokémon,1.0,29.5,45,3840,"1,000,000 ",Medium Fast,70,97,10,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,65,80,40,45,80,75,poison,,,,,,,,
050,Diglett,sand veil,arena trap,sand force,Mole Pokémon,0.2,0.8,255,5120,"1,000,000 ",Medium Fast,70,159,10,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Field,10,55,25,35,45,95,,,,,,,,,
147,Dratini,shed skin,,marvel scale,Dragon Pokémon,1.8,3.3,45,10240,"1,250,000 ",Slow,35,63,10,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,Water 1,Dragon,41,64,45,50,50,50,,,,,,,,,
194,Wooper,damp,water absorb,unaware,Water Fish Pokémon,0.4,8.5,255,5120,"1,000,000 ",Medium Fast,70,109,10,water,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Water 1,Field,55,45,45,25,25,15,ground,,,,,,,,
598,Ferrothorn,iron barbs,,,Thorn Pod Pokémon,1.0,110.0,90,5120,"1,000,000 ",Medium Fast,70,2 Defense Point(s),0,grass,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,Grass,Mineral,74,94,131,54,116,20,steel,,,,,,,,
399,Bidoof,simple,unaware,moody,Plump Mouse Pokémon,0.5,20.0,255,3840,"1,000,000 ",Medium Fast,70,141,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Water 1,Field,59,45,40,35,40,31,,,,,,,,,
649,Genesect,download,,,Paleozoic Pokémon,1.5,82.5,3,30720,"1,250,000 ",Slow,0,1 Attack Point(s)1 Speed Point(s)1 Sp. Attack Point(s),0,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,,71,120,95,120,95,99,steel,,,,,,,,
248,Tyranitar,sand stream,,unnerve,Armor Pokémon,2.0,202.0,45,10240,"1,250,000 ",Slow,35,127,55,rock,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,,Monster,100,134,110,95,100,61,dark,,,,,,,,
433,Chingling,levitate,,,Bell Pokémon,0.2,0.6,120,6400,"800,000 ",Fast,70,0,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,45,30,50,65,50,45,,,,,,,,,
291,Ninjask,speed boost,,infiltrator,Ninja Pokémon,0.8,12.0,120,3840,"600,000 ",Erratic,70,151,20,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,61,90,45,50,50,160,flying,,,,,,,,
275,Shiftry,chlorophyll,early bird,pickpocket,Wickid Pokémon,1.3,59.6,45,3840,"1,059,860 ",Medium Slow,70,124,14,grass,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,Grass,Field,90,100,60,90,60,80,dark,,,,,,,,
634,Zweilous,hustle,,,Hostile Pokémon,1.4,50.0,45,10240,"1,250,000 ",Slow,35,2 Attack Point(s),0,dark,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,,Dragon,72,85,70,65,70,58,dragon,,,,,,,,
538,Throh,guts,inner focus,mold breaker,Judo Pokémon,1.3,55.5,45,5120,"1,000,000 ",Medium Fast,70,2 HP Point(s),104,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,Expert Belt - 1%(Dark Grass),Human-like,120,100,85,30,85,45,,,,,,,,,
455,Carnivine,levitate,,,Bug Catcher Pokémon,1.4,27.0,200,6400,"1,250,000 ",Slow,70,0,10,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,,Grass,74,100,72,90,72,46,,,,,,,,,
539,Sawk,sturdy,inner focus,mold breaker,Karate Pokémon,1.4,51.0,45,5120,"1,000,000 ",Medium Fast,70,2 Attack Point(s),104,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,Expert Belt - 1%(Dark Grass),Human-like,75,125,75,30,75,85,,,,,,,,,
321,Wailord,water veil,oblivious,pressure,Float Whale Pokémon,14.5,398.0,60,10240,"1,640,000 ",Fluctuating,70,46,40,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Field,Water 2,170,90,45,90,45,60,,,,,,,,,
563,Cofagrigus,mummy,,,Coffin Pokémon,1.7,76.5,90,6400,"1,000,000 ",Medium Fast,70,2 Defense Point(s),0,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,Mineral,Amorphous,58,50,145,95,105,30,,,,,,,,,
372,Shelgon,rock head,,overcoat,Endurance Pokémon,1.1,110.5,45,10240,"1,250,000 ",Slow,35,142,30,dragon,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,,Dragon,65,95,100,60,50,50,,,,,,,,,
065,Alakazam,synchronize,inner focus,magic guard,Psi Pokémon,1.5,48.0,50,5120,"1,059,860 ",Medium Slow,70,98,16,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Human-like,55,50,45,135,85,120,,,,,,,,,
070,Weepinbell,chlorophyll,,gluttony,Flycatcher Pokémon,1.0,6.4,120,5120,"1,059,860 ",Medium Slow,70,82,21,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Grass,65,90,50,85,45,55,poison,,,,,,,,
625,Bisharp,defiant,inner focus,pressure,Sword Blade Pokémon,1.6,70.0,45,5120,"1,000,000 ",Medium Fast,35,2 Attack Point(s),46,dark,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.25,0.5,0.25,0.5,,Human-like,65,125,100,60,70,70,steel,,,,,,,,
180,Flaaffy,static,,plus,Wool Pokémon,0.8,13.3,120,5120,"1,059,860 ",Medium Slow,70,57,15,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Monster,Field,70,55,55,80,60,45,,,,,,,,,
393,Piplup,torrent,,defiant,Penguin Pokémon,0.4,5.2,45,5120,"1,059,860 ",Medium Slow,70,128,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Field,53,51,53,61,56,40,,,,,,,,,
044,Gloom,chlorophyll,,stench,Weed Pokémon,0.8,8.6,120,5120,"1,059,860 ",Medium Slow,70,1,21,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,,Grass,60,65,70,85,75,40,poison,,,,,,,,
059,Arcanine,intimidate,flash fire,justified,Legendary Pokémon,1.9,155.0,75,5120,"1,250,000 ",Slow,70,154,10,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,Field,Rawst Berry - 50%,90,110,80,100,80,95,,Rawst Berry - 100%,,,,,,,
169,Crobat,inner focus,,infiltrator,Bat Pokémon,1.8,75.0,90,3840,"1,000,000 ",Medium Fast,70,151,23,poison,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,,Flying,85,90,80,70,80,130,flying,,,,,,,,
365,Walrein,thick fat,ice body,oblivious,Ice Break Pokémon,1.4,150.6,45,5120,"1,059,860 ",Medium Slow,70,12,44,ice,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Water 1,Field,110,80,90,95,90,65,water,,,,,,,,
463,Lickilicky,own tempo,oblivious,cloud nine,Licking Pokémon,1.7,140.0,30,5120,"1,000,000 ",Medium Fast,70,13,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Monster,110,85,95,80,95,50,,,,,,,,,
151,Mew,synchronize,,,New Specie Pokémon,0.4,4.0,45,30720,"1,059,860 ",Medium Slow,100,0,30,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,100,100,100,100,100,100,,,,,,,,,
588,Karrablast,swarm,shed skin,no guard,Clamping Pokémon,0.5,5.9,200,3840,"1,000,000 ",Medium Fast,70,1 Attack Point(s),99,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,50,75,45,40,45,60,,,,,,,,,
164,Noctowl,insomnia,keen eye,tinted lens,Owl Pokémon,1.6,40.8,90,3840,"1,000,000 ",Medium Fast,70,110,20,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,100,50,50,76,96,70,flying,,,,,,,,
073,Tentacruel,clear body,liquid ooze,rain dish,Jellyfish Pokémon,1.6,55.0,60,5120,"1,250,000 ",Slow,70,44,30,water,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,,Water 3,80,70,65,80,120,100,poison,,,,,,,,
622,Golett,iron fist,klutz,no guard,Automaton Pokémon,1.0,92.0,190,6400,"1,000,000 ",Medium Fast,70,1 Attack Point(s),99,ground,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,,Mineral,59,74,50,35,50,35,ghost,,,,,,,,
421,Cherrim,flower gift,,,Blossom Pokémon,0.5,9.3,75,5120,"1,000,000 ",Medium Fast,70,0,25,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Grass,Fairy,70,60,70,87,78,85,,,,,,,,,
451,Skorupi,battle armor,sniper,keen eye,Scorpion Pokémon,0.8,12.0,120,5120,"1,250,000 ",Slow,70,51,10,poison,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,Bug,Water 3,40,50,90,30,55,65,bug,,,,,,,,
